,name,gender,race,born_locate,born_year,education,working_year,if_ccp,join_year,current_post,next_post,current_post_year,next_post_year
1,陈雍,1,满族,辽宁,1966,2,1991,1,1988,11,12,1996,2011
2,王宁,1,汉族,山西,1960,2,1983,1,1987,11,12,1989,1994
3,崔述强,1,汉族,北京,1963,3,1985,1,1988,5,9,1987,1989
4,崔述强,1,汉族,北京,1963,3,1985,1,1988,9,10,1989,2009
5,崔述强,1,汉族,北京,1963,3,1985,1,1988,10,11,2009,2017
6,隋振江,1,汉族,辽宁,1963,2,1985,1,1984,9,11,1987,2003
7,崔述强,1,汉族,北京,1963,3,1985,1,1988,5,9,1987,1989
8,崔述强,1,汉族,北京,1963,3,1985,1,1988,9,10,1989,2009
9,崔述强,1,汉族,北京,1963,3,1985,1,1988,10,11,2009,2017
10,孙军民,0,汉族,,1970,2,,0,,5,6,1994,1997
11,孙军民,0,汉族,,1970,2,,0,,6,10,1997,2002
12,孙军民,0,汉族,,1970,2,,0,,10,11,2002,2015
13,赵磊,1,汉族,,1972,3,1995,1,1994,9,11,2000,2010
14,魏小东,1,汉族,福建,1961,0,,0,,7,9,1990,2004
15,魏小东,1,汉族,福建,1961,0,,0,,9,11,2004,2017
16,潘临珠,1,汉族,山西,1962,3,1983,1,1983,9,10,1995,1999
17,陈吉宁,1,汉族,吉林,1964,3,,1,1984,10,11,2015,2017
18,武玉嶂,1,汉族,山东,1963,1,1982,1,1985,7,9,1993,2001
19,武玉嶂,1,汉族,山东,1963,1,1982,1,1985,9,10,2001,2002
20,武玉嶂,1,汉族,山东,1963,1,1982,1,1985,10,11,2002,2008
21,王正升,1,汉族,宁夏,1960,0,1981,1,1984,6,7,1986,1987
22,王正升,1,汉族,宁夏,1960,0,1981,1,1984,7,9,1987,2003
23,王正升,1,汉族,宁夏,1960,0,1981,1,1984,9,11,2003,2016
24,王振昌,1,汉族,青海,1964,2,1984,1,1986,7,9,1990,2006
25,鸟成云,1,回族,青海,1963,3,1985,1,1985,7,9,1997,2002
26,鸟成云,1,回族,青海,1963,3,1985,1,1985,9,11,2002,2003
27,鸟成云,1,回族,青海,1963,3,1985,1,1985,11,12,2003,2018
28,李杰翔,1,汉族,内蒙古,1964,2,1985,1,1985,8,9,1986,1994
29,李杰翔,1,汉族,内蒙古,1964,2,1985,1,1985,9,11,1994,2019
30,尼玛卓玛,0,藏族,青海,1962,1,1981,1,1985,8,9,1984,1985
31,尼玛卓玛,0,藏族,青海,1962,1,1981,1,1985,9,11,1985,1993
32,尼玛卓玛,0,藏族,青海,1962,1,1981,1,1985,11,12,1993,2018
33,公保扎西,1,藏族,青海,1962,2,1978,1,1983,6,8,2000,2003
34,公保扎西,1,藏族,青海,1962,2,1978,1,1983,8,10,2003,2006
35,公保扎西,1,藏族,青海,1962,2,1978,1,1983,10,11,2006,2016
36,李杰翔,1,汉族,内蒙古,1964,2,1985,1,1985,8,9,1986,1994
37,李杰翔,1,汉族,内蒙古,1964,2,1985,1,1985,9,11,1994,2019
38,马吉孝,1,回族,青海,1961,1,1979,1,1983,6,11,2005,2010
39,王林虎,1,汉族,山西,1969,2,1990,1,1992,6,8,1992,2001
40,王林虎,1,汉族,山西,1969,2,1990,1,1992,8,9,2001,2010
41,白加扎西,1,藏族,青海,1964,2,1981,1,1985,7,9,1990,2006
42,严金海,1,藏族,青海,1962,1,1982,1,1983,8,9,1993,1996
43,严金海,1,藏族,青海,1962,1,1982,1,1983,9,11,1996,2013
44,王晓,1,汉族,山东,1968,3,1991,1,1987,9,11,1995,1997
45,文国栋,1,汉族,青海,1969,2,1987,1,1995,6,8,1991,1996
46,文国栋,1,汉族,青海,1969,2,1987,1,1995,8,9,1996,1996
47,才让太,1,藏族,青海,1969,1,,0,,7,10,1991,1993
48,吴德军,1,汉族,青海,1965,1,1983,1,1988,5,11,1990,1993
49,王宇燕,0,汉族,河南,1966,3,1986,1,1986,7,9,2002,2006
50,王宇燕,0,汉族,河南,1966,3,1986,1,1986,9,11,2006,2017
51,严金海,1,藏族,青海,1962,1,1982,1,1983,8,9,1993,1996
52,严金海,1,藏族,青海,1962,1,1982,1,1983,9,11,1996,2013
53,阿更登,1,藏族,青海,1967,1,1990,1,1994,7,9,1993,1996
54,张晓容,1,汉族,青海,1963,3,1978,1,1983,7,9,1985,1989
55,匡湧,1,汉族,江苏,1963,1,1984,1,,10,11,1993,2014
56,张文魁,1,藏族,青海,1961,1,1979,1,1985,7,9,1990,2001
57,张文魁,1,藏族,青海,1961,1,1979,1,1985,9,11,2001,2018
58,杨逢春,1,汉族,江西,1963,3,1984,1,1984,10,11,1996,2016
59,王晓,1,汉族,山东,1968,3,1991,1,1987,9,11,1995,1997
60,翁祖亮,1,汉族,福建,1963,2,1983,1,,9,11,2003,2016
61,翁祖亮,1,汉族,福建,1963,2,1983,1,,9,11,2003,2016
62,陈寅,1,汉族,江苏,1962,2,1984,1,,5,9,1989,1998
63,陈寅,1,汉族,江苏,1962,2,1984,1,,9,11,1998,2003
64,廖国勋,1,土家族,四川,1963,2,1983,1,,8,9,1986,1988
65,廖国勋,1,土家族,四川,1963,2,1983,1,,9,10,1988,2001
66,廖国勋,1,土家族,四川,1963,2,1983,1,,10,11,2001,2012
67,龚正,1,汉族,江苏,1960,3,,0,,7,11,1986,2008
68,龚正,1,汉族,江苏,1960,3,,0,,11,12,2008,2012
69,刘学新,1,汉族,山东,1963,2,1989,1,1985,10,11,2008,2009
70,刘学新,1,汉族,山东,1963,2,1989,1,1985,11,12,2009,2015
71,陈寅,1,汉族,江苏,1962,2,1984,1,,5,9,1989,1998
72,陈寅,1,汉族,江苏,1962,2,1984,1,,9,11,1998,2003
73,张江汀,1,汉族,山东,1961,3,,0,,9,11,1995,2015
74,崔洪刚,1,汉族,山东,1961,2,1978,1,1982,8,9,1982,1984
75,崔洪刚,1,汉族,山东,1961,2,1978,1,1982,9,10,1984,1986
76,王书坚,1,汉族,山东,1962,0,,0,,9,11,1988,2019
77,范华平,1,汉族,云南,1962,1,1982,1,1984,7,8,1987,1993
78,范华平,1,汉族,云南,1962,1,1982,1,1984,8,9,1993,2002
79,范华平,1,汉族,云南,1962,1,1982,1,1984,9,11,2002,2017
80,李峰,1,汉族,山东,1961,2,1977,1,1985,6,8,1985,1995
81,李峰,1,汉族,山东,1961,2,1977,1,1985,8,9,1995,2004
82,李长萍,0,汉族,山东,1975,1,1997,1,1995,4,9,1998,2006
83,王书坚,1,汉族,山东,1962,0,,0,,9,11,1988,2019
84,王安德,1,汉族,山东,1963,1,1987,1,1987,8,10,1996,2000
85,傅明先,1,汉族,山东,1964,0,,0,,1,5,1989,1994
86,傅明先,1,汉族,山东,1964,0,,0,,5,9,1994,2002
87,陈平,1,汉族,山东,1967,0,,0,,6,7,1990,1995
88,陈平,1,汉族,山东,1967,0,,0,,7,10,1995,2001
89,闫剑波,1,汉族,山东,1971,2,1994,1,1992,8,9,1995,2001
90,惠新安,1,汉族,,1963,2,,1,,8,9,1985,1998
91,惠新安,1,汉族,,1963,2,,1,,9,11,1998,2016
92,赵志远,1,汉族,山东,1968,3,1990,1,1992,2,7,1990,1999
93,赵志远,1,汉族,山东,1968,3,1990,1,1992,7,9,1999,2002
94,赵志远,1,汉族,山东,1968,3,1990,1,1992,9,11,2002,2013
95,孙爱军,1,汉族,山东,1972,0,,0,,7,11,2001,2002
96,李猛,1,汉族,安徽,1967,2,1987,1,1994,3,11,1995,1998
97,李干杰,1,汉族,湖南,1964,2,1989,1,1984,7,11,1994,2008
98,张术平,1,汉族,山东,1964,2,1984,1,1985,6,7,1985,1990
99,张术平,1,汉族,山东,1964,2,1984,1,1985,7,9,1990,1993
100,王可,1,汉族,湖南,1962,2,1982,1,1987,7,11,1995,1997
101,李宽端,1,汉族,,1963,2,1985,1,1985,2,5,1985,1990
102,李宽端,1,汉族,,1963,2,1985,1,1985,5,6,1990,1994
103,李宽端,1,汉族,,1963,2,1985,1,1985,6,9,1994,2000
104,孟庆斌,1,汉族,山东,1968,3,1989,1,1986,9,10,1991,2017
105,于海田,1,汉族,,1969,3,1994,1,1993,7,11,1996,1996
106,乔新江,1,汉族,河南,1961,2,1984,1,1990,2,3,1984,1989
107,乔新江,1,汉族,河南,1961,2,1984,1,1990,3,9,1989,1993
108,乔新江,1,汉族,河南,1961,2,1984,1,1990,9,12,1993,2018
109,李亚,1,汉族,河南,1963,3,1981,1,1983,10,11,1985,1991
110,穆为民,1,汉族,河南,1961,2,1983,1,1985,9,11,1992,2016
111,史根治,1,汉族,河南,1965,2,1981,1,1983,6,10,1985,1989
112,何金平,1,白族,云南,1963,2,1984,1,1988,6,7,1993,1994
113,何金平,1,白族,云南,1963,2,1984,1,1988,7,9,1994,2003
114,何金平,1,白族,云南,1963,2,1984,1,1988,9,11,2003,2012
115,王小平,1,汉族,河北,1962,2,1984,1,1984,7,9,1989,2005
116,王小平,1,汉族,河北,1962,2,1984,1,1984,9,11,2005,2008
117,徐立毅,1,汉族,浙江,1964,0,,0,,8,9,1997,2012
118,徐立毅,1,汉族,浙江,1964,0,,0,,9,11,2012,2019
119,王新伟,1,汉族,河南,1967,2,1991,1,1985,9,11,1994,2020
120,张战伟,1,汉族,河南,1963,2,1985,1,1985,8,9,1992,1997
121,张战伟,1,汉族,河南,1963,2,1985,1,1985,9,10,1997,2001
122,徐立毅,1,汉族,浙江,1964,0,,0,,8,9,1997,2012
123,徐立毅,1,汉族,浙江,1964,0,,0,,9,11,2012,2019
124,侯红,0,汉族,河南,1967,2,,1,1987,10,11,1990,1992
125,高建军,1,汉族,河南,1969,3,,1,1991,8,9,1989,1997
126,徐衣显,1,汉族,河北,1967,3,1990,1,1988,3,4,1991,1994
127,徐衣显,1,汉族,河北,1967,3,1990,1,1988,4,8,1994,2002
128,徐衣显,1,汉族,河北,1967,3,1990,1,1988,8,11,2002,2009
129,杨青玖,1,汉族,河南,1969,3,1990,1,1996,3,9,1997,2007
130,黄强,1,汉族,浙江,1963,3,1983,1,1985,4,11,2006,2014
131,武国定,1,汉族,河南,1963,2,1983,1,1984,6,9,1983,1991
132,武国定,1,汉族,河南,1963,2,1983,1,1984,9,11,1991,2018
133,霍好胜,1,汉族,河南,1963,2,1982,1,1984,5,7,1984,1985
134,霍好胜,1,汉族,河南,1963,2,1982,1,1984,7,8,1985,1988
135,霍好胜,1,汉族,河南,1963,2,1982,1,1984,8,10,1988,1999
136,戴柏华,1,汉族,湖北,1962,3,1983,1,1991,7,10,1994,2007
137,戴柏华,1,汉族,湖北,1962,3,1983,1,1991,10,11,2007,2014
138,王新伟,1,汉族,河南,1967,2,1991,1,1985,9,11,1994,2020
139,张文深,1,汉族,河南,1961,2,1982,1,1984,5,9,1984,1986
140,石迎军,1,汉族,河南,1970,2,1990,1,1993,9,10,2002,2004
141,张国伟,1,汉族,河南,1963,2,1982,1,1984,5,7,1983,1992
142,张国伟,1,汉族,河南,1963,2,1982,1,1984,7,9,1992,2001
143,孙守刚,1,汉族,,1965,2,,1,,9,11,1993,1997
144,李亚,1,汉族,河南,1963,3,1981,1,1983,10,11,1985,1991
145,刘宛康,1,汉族,河南,1962,0,,0,,7,9,1987,2009
146,刘宛康,1,汉族,河南,1962,0,,0,,9,11,2009,2013
147,张建慧,1,汉族。,河南,1964,0,,0,,2,5,1986,1991
148,张建慧,1,汉族。,河南,1964,0,,0,,5,9,1991,1998
149,刘继标,1,汉族,河南,1963,2,1985,1,1984,7,9,1995,2001
150,黄强,1,汉族,浙江,1963,3,1983,1,1985,4,11,2006,2014
151,郭浩,1,汉族,江苏,1974,3,1999,1,1995,9,11,2004,2008
152,尚朝阳,1,汉族,河南,1963,2,1981,1,1983,8,9,1986,1992
153,刘尚进,1,汉族,河南,1970,1,1993,1,1991,2,5,1996,1999
154,刘尚进,1,汉族,河南,1970,1,1993,1,1991,5,9,1999,2006
155,陈星,1,汉族,河南,1965,2,1989,1,,5,7,1990,1998
156,陈星,1,汉族,河南,1965,2,1989,1,,7,10,1998,2000
157,周斌,1,汉族,河南,1962,2,1983,1,1990,9,11,1992,2014
158,蒿慧杰,1,汉族,河南,1968,2,1991,1,1995,9,11,2008,2009
159,任正晓,1,汉族,湖南,1959,3,1981,1,1985,8,11,1989,2016
160,舒庆,1,满族,山东,1964,3,1985,1,1984,2,7,1995,1996
161,舒庆,1,满族,山东,1964,3,1985,1,1984,7,10,1996,2006
162,舒庆,1,满族,山东,1964,3,1985,1,1984,10,11,2006,2016
163,霍金花,0,汉族,河南,1962,2,1981,0,,7,9,1991,1996
164,霍金花,0,汉族,河南,1962,2,1981,0,,9,11,1996,2002
165,李公乐,1,汉族,河南,1962,0,,0,,5,9,1983,1992
166,宋殿宇,1,汉族,河南,1963,2,1984,1,1986,7,9,1996,2004
167,甘荣坤,1,汉族,江西,1962,1,1983,1,1996,3,7,1987,1991
168,甘荣坤,1,汉族,江西,1962,1,1983,1,1996,7,11,1991,2013
169,刘南昌,1,,,,3,,0,,2,7,1993,1994
170,刘南昌,1,,,,3,,0,,7,8,1994,2016
171,王战营,1,汉族,河南,1965,0,1988,1,1984,3,7,1989,1993
172,王战营,1,汉族,河南,1965,0,1988,1,1984,7,9,1993,2001
173,王战营,1,汉族,河南,1965,0,1988,1,1984,9,11,2001,2002
174,袁光平,1,汉族,重庆,1966,3,1990,1,1986,2,5,1990,1991
175,袁光平,1,汉族,重庆,1966,3,1990,1,1986,5,9,1991,1995
176,丁晖,1,汉族,江苏,1971,3,1992,1,1997,6,8,2000,2015
177,丁晖,1,汉族,江苏,1971,3,1992,1,1997,8,9,2015,2018
178,毛超峰,1,汉族,,1965,2,1985,1,1986,7,9,1991,2001
179,毛超峰,1,汉族,,1965,2,1985,1,1986,9,11,2001,2011
180,王路,1,汉族,浙江,1963,3,1983,1,,9,11,1998,2001
181,沈丹阳,1,汉族,福建,1965,3,1985,1,1985,6,7,1985,1996
182,沈丹阳,1,汉族,福建,1965,3,1985,1,1985,7,9,1996,2000
183,沈丹阳,1,汉族,福建,1965,3,1985,1,1985,9,10,2000,2014
184,沈丹阳,1,汉族,福建,1965,3,1985,1,1985,10,11,2014,2018
185,苻彩香,0,黎族,海南,1963,1,1983,1,1994,2,3,1984,1989
186,苻彩香,0,黎族,海南,1963,1,1983,1,1994,3,11,1989,1997
187,苻彩香,0,黎族,海南,1963,1,1983,1,1994,11,12,1997,2006
188,孙大海,1,,湖北,1963,3,1986,1,1986,7,9,2000,2007
189,孙大海,1,,湖北,1963,3,1986,1,1986,9,11,2007,2017
190,蓝佛安,1,汉族,广东,1962,2,1985,1,1985,1,2,1985,1988
191,蓝佛安,1,汉族,广东,1962,2,1985,1,1985,2,7,1988,1993
192,蓝佛安,1,汉族,广东,1962,2,1985,1,1985,7,8,1993,1995
193,蓝佛安,1,汉族,广东,1962,2,1985,1,1985,8,9,1995,1999
194,蓝佛安,1,汉族,广东,1962,2,1985,1,1985,9,11,1999,2016
195,李军,1,汉族,湖南,1962,3,1985,1,1985,2,5,1985,1990
196,李军,1,汉族,湖南,1962,3,1985,1,1985,5,7,1990,1990
197,李军,1,汉族,湖南,1962,3,1985,1,1985,7,8,1990,1997
198,李军,1,汉族,湖南,1962,3,1985,1,1985,8,9,1997,2001
199,李军,1,汉族,湖南,1962,3,1985,1,1985,9,11,2001,2003
200,刘星泰,1,汉族,山东,1963,2,1983,1,1986,5,7,1989,1997
201,刘星泰,1,汉族,山东,1963,2,1983,1,1986,7,9,1997,1999
202,刘星泰,1,汉族,山东,1963,2,1983,1,1986,9,11,1999,2009
203,童道驰,1,汉族,湖南,1967,3,1991,1,2004,9,11,2001,2006
204,童道驰,1,汉族,湖南,1967,3,1991,1,2004,11,12,2006,2007
205,肖莺子,0,壮族,,1963,1,1984,1,1987,5,7,1992,1995
206,肖莺子,0,壮族,,1963,1,1984,1,1987,7,9,1995,2004
207,肖莺子,0,壮族,,1963,1,1984,1,1987,9,11,2004,2017
208,邓忠,1,汉族,广东,1968,1,1991,1,1993,2,3,1991,1994
209,邓忠,1,汉族,广东,1968,1,1991,1,1993,3,7,1994,2001
210,邓忠,1,汉族,广东,1968,1,1991,1,1993,7,10,2001,2003
211,包洪文,1,汉族,福建,1968,2,1989,1,1997,1,3,1990,1997
212,包洪文,1,汉族,福建,1968,2,1989,1,1997,3,7,1997,2004
213,包洪文,1,汉族,福建,1968,2,1989,1,1997,7,10,2004,2012
214,童道驰,1,汉族,湖南,1967,3,1991,1,2004,9,11,2001,2006
215,童道驰,1,汉族,湖南,1967,3,1991,1,2004,11,12,2006,2007
216,毛超峰,1,汉族,,1965,2,1985,1,1986,7,9,1991,2001
217,毛超峰,1,汉族,,1965,2,1985,1,1986,9,11,2001,2011
218,肖杰,1,汉族,广东,1960,2,1982,1,1984,2,7,1989,1995
219,肖杰,1,汉族,广东,1960,2,1982,1,1984,7,9,1995,1996
220,肖杰,1,汉族,广东,1960,2,1982,1,1984,9,11,1996,1998
221,刘赐贵,1,汉族,福建,1955,2,1973,1,1973,6,9,1983,1983
222,刘赐贵,1,汉族,福建,1955,2,1973,1,1973,9,11,1983,1993
223,刘平治,1,汉族,湖南,1964,3,1988,1,1986,4,11,1993,1995
224,王永礼,1,,福建,1966,3,,1,,3,4,1991,1994
225,王永礼,1,,福建,1966,3,,1,,4,8,1994,1999
226,王永礼,1,,福建,1966,3,,1,,8,11,1999,2013
227,周联清,1,汉族,福建,1962,1,1981,1,1991,10,11,2008,2016
228,胡昌升,1,汉族,江西,1963,3,1986,1,1986,9,11,2004,2015
229,梁伟新,1,,福建,1965,2,,1,,8,9,1996,1999
230,康涛,1,汉族,江苏,1963,2,1984,1,1984,7,9,1989,2002
231,胡昌升,1,汉族,江西,1963,3,1986,1,1986,9,11,2004,2015
232,于伟国,1,汉族,,1955,1,1973,1,1975,6,7,1973,1985
233,于伟国,1,汉族,,1955,1,1973,1,1975,7,9,1985,1995
234,于伟国,1,汉族,,1955,1,1973,1,1975,9,10,1995,2006
235,于伟国,1,汉族,,1955,1,1973,1,1975,10,11,2006,2006
236,刘建洋,1,汉族,江西,1966,2,1985,1,1986,7,9,1991,2002
237,尤猛军,1,汉族,福建,,0,,0,,7,9,1985,2009
238,尤猛军,1,汉族,福建,,0,,0,,9,11,2009,2013
239,刘洪建,1,,福建,1973,2,,1,,6,8,1993,1995
240,刘洪建,1,,福建,1973,2,,1,,8,10,1995,2004
241,李建成,1,汉族,天津,1967,2,1988,1,1993,4,5,1989,1993
242,李建成,1,汉族,天津,1967,2,1988,1,1993,5,9,1993,1996
243,李建成,1,汉族,天津,1967,2,1988,1,1993,9,10,1996,2019
244,殷美根,1,汉族,,1963,2,1985,1,1985,7,9,1993,2008
245,殷美根,1,汉族,,1963,2,1985,1,1985,9,11,2008,2015
246,颜赣辉,1,汉族,江西,1962,1,1982,1,1985,5,7,1984,1995
247,颜赣辉,1,汉族,江西,1962,1,1982,1,1985,7,9,1995,2000
248,刘锋,1,汉族,湖南,1964,2,1982,1,1985,5,7,1989,1997
249,刘锋,1,汉族,湖南,1964,2,1982,1,1985,7,8,1997,2001
250,刘锋,1,汉族,湖南,1964,2,1982,1,1985,8,9,2001,2013
251,林彬杨,1,汉族,江西,1963,0,,0,,6,7,2000,2000
252,林彬杨,1,汉族,江西,1963,0,,0,,7,9,2000,2008
253,林彬杨,1,汉族,江西,1963,0,,0,,9,11,2008,2011
254,殷美根,1,汉族,,1963,2,1985,1,1985,7,9,1993,2008
255,殷美根,1,汉族,,1963,2,1985,1,1985,9,11,2008,2015
256,李炳军,1,汉族,山东,1963,1,1984,1,1984,2,11,1984,2007
257,李炳军,1,汉族,山东,1963,1,1984,1,1984,2,11,1984,2007
258,刘强,1,回族,山东,1962,0,1984,1,1984,7,11,1996,2018
259,尹建业,1,白族,云南,1963,2,1986,1,1985,7,10,1990,1993
260,尹建业,1,白族,云南,1963,2,1986,1,1985,10,11,1993,1999
261,施小琳,0,汉族,浙江,1969,2,1990,1,,6,11,2015,2017
262,李江河，男。,1,,,,0,,0,,3,5,1987,1995
263,李江河，男。,1,,,,0,,0,,5,9,1995,2000
264,李江河，男。,1,,,,0,,0,,9,11,2000,2009
265,曾文明,1,汉族,江苏,1963,1,1984,1,1993,5,7,1993,1997
266,曾文明,1,汉族,江苏,1963,1,1984,1,1993,7,11,1997,2008
267,于秀明,1,汉族,江西,1964,2,1983,1,1986,6,7,1985,2000
268,于秀明,1,汉族,江西,1964,2,1983,1,1986,7,9,2000,2002
269,马承祖,1,汉族,江西,1962,1,1982,1,1983,6,9,1982,1991
270,吴忠琼,0,汉族,湖北,1964,2,1988,1,1987,7,11,1997,2001
271,刘奇,1,汉族,山东,1957,3,1974,1,1976,9,11,1996,1997
272,刘奇,1,汉族,山东,1957,3,1974,1,1976,11,12,1997,2008
273,黄喜忠,1,汉族,广东,1969,3,1993,1,1992,2,3,1993,1996
274,黄喜忠,1,汉族,广东,1969,3,1993,1,1992,3,7,1996,2003
275,黄喜忠,1,汉族,广东,1969,3,1993,1,1992,7,8,2003,2004
276,黄喜忠,1,汉族,广东,1969,3,1993,1,1992,8,9,2004,2015
277,胡强,1,汉族,河北,1962,1,1985,1,1990,2,3,1987,1989
278,胡强,1,汉族,河北,1962,1,1985,1,1990,3,7,1989,1994
279,胡强,1,汉族,河北,1962,1,1985,1,1990,7,9,1994,2003
280,胡强,1,汉族,河北,1962,1,1985,1,1990,9,11,2003,2018
281,吴晓军,1,汉族,江西,1966,3,1988,1,1986,2,6,1994,1998
282,吴晓军,1,汉族,江西,1966,3,1988,1,1986,6,9,1998,2003
283,吴晓军,1,汉族,江西,1966,3,1988,1,1986,9,11,2003,2010
284,李小豹,1,汉族,湖南,1968,3,1988,1,1995,10,11,2000,2002
285,王少玄,1,汉族,江西,1968,2,1992,1,1991,2,11,1992,1996
286,犹王莹（合拼）,1,土家族,贵州,1973,1,,1,1995,3,9,1999,2011
287,犹王莹（合拼）,1,土家族,贵州,1973,1,,1,1995,9,11,2011,2015
288,吴晓军,1,汉族,江西,1966,3,1988,1,1986,2,6,1994,1998
289,吴晓军,1,汉族,江西,1966,3,1988,1,1986,6,9,1998,2003
290,吴晓军,1,汉族,江西,1966,3,1988,1,1986,9,11,2003,2010
291,钟志生,1,汉族,江西,1963,2,1982,1,1985,7,9,1986,1990
292,钟志生,1,汉族,江西,1963,2,1982,1,1985,9,11,1990,1996
293,许南吉,1,汉族,浙江,1975,2,1997,1,,2,3,1998,2002
294,许南吉,1,汉族,浙江,1975,2,1997,1,,3,7,2002,2010
295,许南吉,1,汉族,浙江,1975,2,1997,1,,7,11,2010,2011
296,张鸿星,1,汉族,江西,1967,2,1985,1,1992,7,9,1995,2008
297,肖毅,1,汉族,江西,1962,0,1981,1,1984,7,9,1988,1996
298,肖毅,1,汉族,江西,1962,0,1981,1,1984,9,11,1996,2009
299,秦义,1,汉族,内蒙古,1963,1,1985,1,1985,5,6,1988,2003
300,秦义,1,汉族,内蒙古,1963,1,1985,1,1985,6,9,2003,2006
301,秦义,1,汉族,内蒙古,1963,1,1985,1,1985,9,11,2006,2018
302,宗国英,1,汉族,河南,1963,0,,0,,9,11,2009,2013
303,李文荣,1,汉族,云南,1962,2,1984,1,1984,10,11,1985,1987
304,陈豪,1,汉族,江苏,1954,0,,0,,8,9,1983,1985
305,陈豪,1,汉族,江苏,1954,0,,0,,9,10,1985,1997
306,陈豪,1,汉族,江苏,1954,0,,0,,10,12,1997,2003
307,郭大进,1,汉族,安徽,1974,3,1996,1,1995,5,10,2000,2008
308,卫星,1,汉族,云南,1964,0,,0,,7,9,1992,1998
309,卫星,1,汉族,云南,1964,0,,0,,9,11,1998,2007
310,杨军,1,汉族,,1973,2,1995,1,,6,11,1995,1999
311,卫岗,1,傣族,云南,1969,1,1989,1,1998,5,7,1989,1994
312,卫岗,1,傣族,云南,1969,1,1989,1,1998,7,9,1994,2004
313,姚国华,1,汉族,,1965,2,1984,1,,4,7,1993,1995
314,姚国华,1,汉族,,1965,2,1984,1,,7,9,1995,2004
315,姚国华,1,汉族,,1965,2,1984,1,,9,11,2004,2012
316,张太原,1,汉族,山西,1961,3,1976,1,1983,8,9,1984,2000
317,张太原,1,汉族,山西,1961,3,1976,1,1983,9,11,2000,2015
318,罗应光,1,拉祜族,,1966,3,1988,1,1985,6,11,1996,1997
319,宗国英,1,汉族,河南,1963,0,,0,,9,11,2009,2013
320,刘慧晏,1,汉族,山东,1964,3,1987,1,1987,8,11,1998,1999
321,李文荣,1,汉族,云南,1962,2,1984,1,1984,10,11,1985,1987
322,张国华,1,汉族,江苏,1964,0,,0,,8,9,1989,1992
323,张国华,1,汉族,江苏,1964,0,,0,,9,10,1992,1993
324,张国华,1,汉族,江苏,1964,0,,0,,10,11,1993,2018
325,李小三,1,汉族,江西,1963,2,1983,1,1985,5,7,1988,1997
326,李小三,1,汉族,江西,1963,2,1983,1,1985,7,9,1997,2000
327,李小三,1,汉族,江西,1963,2,1983,1,1985,9,10,2000,2012
328,李小三,1,汉族,江西,1963,2,1983,1,1985,10,11,2012,2016
329,罗红江,1,傣族,云南,1962,1,1982,1,1988,7,9,1995,2004
330,张德华,1,汉族,江苏,1966,0,,0,,3,7,1994,2000
331,张德华,1,汉族,江苏,1966,0,,0,,7,9,2000,2016
332,张国华,1,汉族,江苏,1964,0,,0,,8,9,1989,1992
333,张国华,1,汉族,江苏,1964,0,,0,,9,10,1992,1993
334,张国华,1,汉族,江苏,1964,0,,0,,10,11,1993,2018
335,任军号,1,汉族,陕西,1963,0,,0,,6,7,1997,2001
336,任军号,1,汉族,陕西,1963,0,,0,,7,9,2001,2012
337,任军号,1,汉族,陕西,1963,0,,0,,9,11,2012,2017
338,阮成发,1,汉族,湖北,1957,3,1975,1,1982,7,9,1987,1992
339,阮成发,1,汉族,湖北,1957,3,1975,1,1982,9,10,1992,2001
340,阮成发,1,汉族,湖北,1957,3,1975,1,1982,10,11,2001,2004
341,张秀兰,0,苗族,,1966,2,1984,1,1992,8,9,1988,2006
342,张秀兰,0,苗族,,1966,2,1984,1,1992,9,11,2006,2006
343,赵金,1,彝族,云南,1962,0,,0,,5,8,1992,1992
344,赵金,1,彝族,云南,1962,0,,0,,8,11,1992,1999
345,陈舜,1,汉族,云南,1964,0,,0,,6,9,1997,2000
346,陈舜,1,汉族,云南,1964,0,,0,,9,11,2000,2012
347,董华,1,汉族,云南,1961,0,,0,,6,10,1993,2013
348,董华,1,汉族,云南,1961,0,,0,,10,11,2013,2015
349,刘启俊,1,汉族,湖北,1973,1,1994,1,1997,2,4,1996,1998
350,刘启俊,1,汉族,湖北,1973,1,1994,1,1997,4,7,1998,2001
351,刘启俊,1,汉族,湖北,1973,1,1994,1,1997,7,11,2001,2001
352,赵海山,1,汉族,河北,1962,2,1984,1,1983,7,9,2000,2006
353,赵海山,1,汉族,河北,1962,2,1984,1,1983,9,11,2006,2009
354,张爱国,1,汉族,湖北,1962,2,1982,1,1986,4,9,1988,1988
355,尔肯江·吐拉洪,1,维吾尔族,,1964,2,1985,1,1985,7,11,1988,2017
356,杨云彦,1,汉族,湖北,1963,3,1989,0,,6,9,1999,2003
357,杨云彦,1,汉族,湖北,1963,3,1989,0,,9,10,2003,2007
358,杨云彦,1,汉族,湖北,1963,3,1989,0,,10,11,2007,2018
359,周霁,1,汉族,湖北,1964,2,1984,1,,4,7,1994,1997
360,周霁,1,汉族,湖北,1964,2,1984,1,,7,9,1997,2002
361,周霁,1,汉族,湖北,1964,2,1984,1,,9,11,2002,2016
362,吴锦,1,汉族,湖北,1969,3,1991,1,1990,3,9,1998,2000
363,黄楚平,1,汉族,湖北,1962,3,1984,1,1984,6,9,2004,2007
364,黄楚平,1,汉族,湖北,1962,3,1984,1,1984,9,11,2007,2012
